hire_ref;booked_on;depot;region;asset_ref;asset_name;hire_days;day_rate_gbp;account_ref;status;delivered
H100252;25/03/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;34.0;ACC0051;completed;Y
H100253;08/11/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;28;83.51;ACC0226;completed;Y
H100254;24/09/2024;Bristol Depot;South West;PB-15;Powered Barrow;1;41.08;ACC0039;completed;N
H100255;27/01/2024;Norwich Depot;East;WP-02;Water Pump 2in;7;23.64;ACC0081;completed;Y
H100256;10/10/2023;Bristol Depot;South West;TL-01;Telehandler 4m;3;191.95;ACC0181;completed;Y
H100257;26/05/2024;Bristol Depot;South West;EX-140;13T Excavator;-2;304.92;ACC0003;cancelled;N
H100258;16/04/2023;Leeds Depot;North;WP-02;Water Pump 2in;1;23.92;ACC0137;completed;Y
H100259;26/08/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;3;31.69;ACC0055;completed;Y
H100260;15/08/2024;Norwich Depot;East;PB-15;Powered Barrow;2;41.52;ACC0007;completed;N
H100261;30/11/2023;Leeds Depot;North;GEN-60;60kVA Generator;1;95.23;ACC0033;completed;Y
H100262;26/05/2023;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;3;75.21;ACC0226;completed;Y
H100263;11/09/2023;Leeds Depot;North;SF-TOW;Site Tower Light;2;52.85;ACC0234;completed;Y
H100264;20/08/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;1;51.16;ACC0114;completed;Y
H100265;23/04/2023;Leeds Depot;North;PB-15;Powered Barrow;1;44.09;ACC0195;completed;Y
H100266;27/10/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;3;103.08;ACC0207;completed;Y
H100267;25/03/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;32.8;ACC0122;completed;N
H100268;07/09/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;1;78.09;ACC0066;completed;Y
H100269;02/12/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;78.2;ACC0107;completed;Y
H100270;07/07/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;3;22.15;ACC0189;completed;Y
H100271;07/08/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;3;66.42;;completed;Y
H100272;30/04/2023;Norwich Depot;East;WP-02;Water Pump 2in;1;23.2;;completed;Y
H100273;24/11/2023;Bristol Depot;South West;GEN-60;60kVA Generator;1;91.28;ACC0257;completed;Y
H100274;30/06/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;7;83.64;ACC0183;completed;Y
H100275;14/08/2023;Leeds Depot;North;SF-TOW;Site Tower Light;-1;48.05;ACC0180;cancelled;Y
H100276;17/07/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;2;75.62;ACC0094;completed;Y
H100277;11/11/2023;Bristol Depot;South West;WP-02;Water Pump 2in;2;21.79;ACC0221;completed;Y
H100278;11/05/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;3;32.67;ACC0255;completed;Y
H100279;10/11/2024;Bristol Depot;South West;GEN-60;60kVA Generator;-1;101.76;ACC0147;cancelled;Y
H100280;19/05/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;1;48.56;ACC0177;completed;Y
H100281;08/05/2024;Norwich Depot;East;SF-TOW;Site Tower Light;7;55.74;ACC0047;completed;Y
H100282;14/03/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;22.54;ACC0106;completed;Y
H100283;09/08/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;32.17;ACC0134;completed;Y
H100284;28/11/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;28;32.38;ACC0178;completed;Y
H100285;18/08/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;3;23.19;ACC0124;completed;N
H100286;25/03/2024;Leeds Depot;North;WP-02;Water Pump 2in;7;23.64;ACC0124;completed;Y
H100287;21/09/2023;Leeds Depot;North;WP-02;Water Pump 2in;3;21.11;ACC0208;completed;Y
H100288;04/04/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;1;32.96;ACC0101;completed;Y
H100289;13/09/2023;Cardiff Depot;Wales;GEN-60;60kVA Generator;3;95.52;ACC0037;completed;Y
H100290;10/08/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;28;155.6;ACC0056;completed;Y
H100291;08/10/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;14;89.52;ACC0129;completed;Y
H100292;26/04/2023;Leeds Depot;North;PB-15;Powered Barrow;1;42.44;ACC0087;completed;Y
H100293;22/12/2024;Leeds Depot;North;GEN-60;60kVA Generator;3;96.79;ACC0118;completed;Y
H100294;16/12/2023;Bristol Depot;South West;SC-22;Scissor Lift 22ft;-1;84.09;ACC0207;cancelled;Y
H100295;24/08/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;3;21.29;ACC0073;completed;Y
H100296;16/05/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;7;133.47;ACC0112;completed;Y
H100297;05/09/2024;Glasgow Depot;Scotland;TL-01;Telehandler 4m;1;199.75;;completed;N
H100298;10/04/2023;Leeds Depot;North;WP-02;Water Pump 2in;14;23.59;ACC0152;completed;Y
H100299;02/11/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;3;83.63;ACC0220;open;Y
H100300;15/05/2024;Norwich Depot;East;SF-TOW;Site Tower Light;1;50.31;ACC0170;completed;Y
H100301;12/04/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;32.49;ACC0015;completed;Y
H100302;27/06/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;75.24;ACC0214;completed;Y
H100303;24/12/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;28;152.83;ACC0058;completed;Y
H100304;10/10/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;5;34.4;ACC0235;completed;N
H100305;07/09/2024;Norwich Depot;East;SF-TOW;Site Tower Light;1;48.96;ACC0038;completed;Y
H100306;01/09/2024;Bristol Depot;South West;WP-02;Water Pump 2in;3;23.17;ACC0053;completed;Y
H100307;14/10/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;1;31.54;ACC0030;completed;N
H100308;29/11/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;-1;48.57;ACC0219;cancelled;Y
H100309;24/10/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;1;35.28;ACC0175;completed;N
H100310;18/12/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;2;134.41;ACC0183;completed;Y
H100311;12/07/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;7;91.29;ACC0125;completed;Y
H100312;16/11/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;2;32.1;;completed;Y
H100313;24/04/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;-7;59.02;ACC0138;cancelled;Y
H100314;02/09/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;7;34.66;ACC0019;completed;Y
H100315;05/12/2024;Cardiff Depot;Wales;TL-01;Telehandler 4m;28;199.22;ACC0230;completed;Y
H100316;17/06/2023;Norwich Depot;East;GEN-60;60kVA Generator;1;100.9;ACC0023;completed;Y
H100317;05/03/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;14;33.1;ACC0172;completed;N
H100318;14/07/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;1;61.68;ACC0074;completed;Y
H100319;25/12/2023;Norwich Depot;East;GEN-60;60kVA Generator;-3;102.18;ACC0018;cancelled;N
H100320;22/10/2023;Norwich Depot;East;PB-15;Powered Barrow;3;39.28;ACC0145;completed;Y
H100321;23/08/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;28;22.99;ACC0186;completed;Y
H100322;15/10/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-1;23.52;ACC0166;cancelled;Y
H100323;06/12/2023;Glasgow Depot;Scotland;PB-15;Powered Barrow;1;40.32;ACC0233;completed;Y
H100324;20/09/2023;Leeds Depot;North;WP-02;Water Pump 2in;2;21.38;ACC0175;completed;Y
H100325;19/11/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;83.8;ACC0220;completed;Y
H100326;21/02/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;14;49.81;ACC0085;completed;N
H100327;19/05/2023;Leeds Depot;North;TL-01;Telehandler 4m;14;178.88;ACC0257;completed;Y
H100328;11/08/2023;Bristol Depot;South West;WP-02;Water Pump 2in;1;20.72;ACC0175;completed;Y
H100329;16/04/2023;Bristol Depot;South West;WP-02;Water Pump 2in;1;22.16;ACC0014;completed;Y
H100330;11/03/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;5;81.97;;completed;Y
H100331;14/05/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;7;80.44;;completed;Y
H100332;30/05/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;1;22.61;;completed;Y
H100333;01/04/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;2;41.67;ACC0079;completed;Y
H100334;24/12/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;5;79.12;ACC0159;completed;Y
H100335;24/10/2024;Norwich Depot;East;GEN-60;60kVA Generator;3;95.63;ACC0130;completed;Y
H100336;06/04/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;73.76;ACC0015;completed;Y
H100337;27/10/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;-1;36.02;ACC0077;cancelled;Y
H100338;13/09/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;5;36.24;ACC0256;completed;Y
H100339;03/05/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;5;31.36;;completed;Y
H100340;16/05/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-1;22.05;ACC0210;cancelled;Y
H100341;16/11/2023;Bristol Depot;South West;EX-140;13T Excavator;1;301.37;ACC0119;completed;Y
H100342;11/01/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;102.66;ACC0081;completed;Y
H100343;18/08/2023;Glasgow Depot;Scotland;PB-15;Powered Barrow;1;39.36;;completed;Y
H100344;15/12/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;23.76;;completed;Y
H100345;18/05/2023;Cardiff Depot;Wales;PB-15;Powered Barrow;1;43.0;ACC0153;completed;N
H100346;10/04/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;144.18;ACC0050;completed;Y
H100347;29/05/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;7;91.41;ACC0017;completed;Y
H100348;16/04/2023;Norwich Depot;East;EX-140;13T Excavator;3;287.6;ACC0054;completed;Y
H100349;06/06/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;14;61.17;ACC0220;completed;Y
H100350;10/10/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;32.45;ACC0040;completed;Y
H100351;16/11/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;5;24.18;;completed;Y
H100352;20/05/2023;Norwich Depot;East;TL-01;Telehandler 4m;14;192.61;ACC0167;completed;Y
H100353;13/10/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;28;93.21;ACC0138;completed;Y
H100354;02/09/2023;Cardiff Depot;Wales;TL-01;Telehandler 4m;7;188.03;ACC0003;completed;Y
H100355;16/12/2024;Leeds Depot;North;WP-02;Water Pump 2in;7;23.52;ACC0045;completed;Y
H100356;21/05/2023;Norwich Depot;East;TL-01;Telehandler 4m;2;190.34;ACC0162;completed;Y
H100357;25/07/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;3;31.63;ACC0194;completed;Y
H100358;29/12/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-1;23.46;ACC0115;cancelled;Y
H100359;28/07/2024;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;3;59.55;ACC0114;open;Y
H100360;07/04/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;34.88;ACC0089;completed;N
H100361;15/05/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;7;99.11;ACC0063;completed;Y
H100362;08/04/2024;Norwich Depot;East;GEN-60;60kVA Generator;3;92.78;ACC0046;completed;Y
H100363;24/07/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;5;31.99;ACC0077;completed;Y
H100364;30/11/2023;Norwich Depot;East;WP-02;Water Pump 2in;2;20.7;ACC0010;completed;Y
H100365;25/11/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;1;77.72;ACC0124;completed;Y
H100366;18/08/2024;Leeds Depot;North;HD-BRK;Hydraulic Breaker;1;62.69;ACC0149;completed;N
H100367;27/06/2024;Bristol Depot;South West;TL-01;Telehandler 4m;5;191.23;ACC0209;completed;Y
H100368;01/12/2023;Norwich Depot;East;TL-01;Telehandler 4m;1;179.07;ACC0191;completed;Y
H100369;21/06/2023;Cardiff Depot;Wales;PB-15;Powered Barrow;2;41.42;ACC0014;completed;Y
H100370;20/06/2024;Cardiff Depot;Wales;TL-01;Telehandler 4m;1;177.03;;completed;Y
H100371;10/04/2023;Leeds Depot;North;WP-02;Water Pump 2in;2;22.69;;completed;Y
H100372;14/07/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;7;135.45;ACC0008;completed;Y
H100373;29/10/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;5;35.35;ACC0029;completed;Y
H100374;22/08/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;7;56.01;ACC0172;completed;Y
H100375;03/10/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;1;96.17;ACC0153;completed;Y
H100376;23/05/2023;Leeds Depot;North;GEN-60;60kVA Generator;7;90.34;ACC0132;completed;Y
H100377;17/04/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;5;55.49;ACC0175;completed;Y
H100378;23/05/2023;Bristol Depot;South West;WP-02;Water Pump 2in;3;21.49;ACC0166;completed;Y
H100379;23/10/2023;Norwich Depot;East;WP-02;Water Pump 2in;3;21.43;ACC0228;completed;Y
H100380;06/08/2023;Bristol Depot;South West;EX-140;13T Excavator;-7;313.03;ACC0008;cancelled;Y
H100381;23/08/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;7;83.75;ACC0082;completed;Y
H100382;13/07/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;5;35.81;ACC0213;completed;Y
H100383;27/06/2024;Leeds Depot;North;WP-02;Water Pump 2in;7;23.71;ACC0069;completed;Y
H100384;25/11/2023;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;-5;62.2;ACC0159;cancelled;Y
H100385;03/09/2023;Leeds Depot;North;SF-TOW;Site Tower Light;2;53.17;;completed;Y
H100386;10/10/2024;Leeds Depot;North;WP-02;Water Pump 2in;2;22.14;ACC0221;completed;N
H100387;26/03/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;28;141.47;ACC0038;completed;Y
H100388;21/08/2024;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;1;64.42;ACC0156;completed;N
H100389;22/08/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;3;33.15;ACC0052;open;Y
H100390;02/02/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;2;294.07;ACC0169;completed;Y
H100391;31/01/2024;Norwich Depot;East;PB-15;Powered Barrow;2;41.63;ACC0058;completed;Y
H100392;05/05/2023;Norwich Depot;East;EX-140;13T Excavator;1;326.72;ACC0068;completed;N
H100393;15/09/2023;Bristol Depot;South West;GEN-60;60kVA Generator;2;92.33;ACC0246;completed;N
H100394;01/12/2023;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;1;137.21;ACC0167;completed;Y
H100395;31/08/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;-1;81.35;ACC0066;cancelled;Y
H100396;02/12/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;1;66.06;;completed;Y
H100397;21/11/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;1;147.88;ACC0016;completed;N
H100398;04/11/2024;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;3;66.91;ACC0125;completed;Y
H100399;03/06/2023;Bristol Depot;South West;PB-15;Powered Barrow;3;42.79;ACC0022;completed;N
H100400;05/02/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;-3;94.65;ACC0163;cancelled;Y
H100401;30/06/2023;Leeds Depot;North;PB-15;Powered Barrow;5;42.77;ACC0078;completed;Y
H100402;11/11/2023;Bristol Depot;South West;WP-02;Water Pump 2in;28;22.59;ACC0246;completed;Y
H100403;10/06/2023;Bristol Depot;South West;PB-15;Powered Barrow;1;38.33;ACC0188;completed;Y
H100404;23/03/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;3;23.2;ACC0070;completed;Y
H100405;25/05/2023;Norwich Depot;East;PB-15;Powered Barrow;1;41.61;ACC0154;completed;Y
H100406;28/07/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;5;144.02;ACC0123;completed;Y
H100407;17/08/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;2;33.49;ACC0176;completed;N
H100408;13/03/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;5;20.76;;completed;N
H100409;30/07/2024;Norwich Depot;East;TL-01;Telehandler 4m;1;184.81;ACC0110;completed;Y
H100410;04/05/2023;Bristol Depot;South West;GEN-60;60kVA Generator;28;96.59;ACC0227;completed;Y
H100411;08/11/2023;Bristol Depot;South West;WP-02;Water Pump 2in;2;24.15;ACC0200;completed;Y
H100412;16/11/2023;Norwich Depot;East;GEN-60;60kVA Generator;7;103.0;ACC0158;completed;Y
H100413;12/12/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;73.52;;completed;Y
H100414;30/10/2024;Glasgow Depot;Scotland;PB-15;Powered Barrow;5;42.66;ACC0193;completed;Y
H100415;31/05/2024;Norwich Depot;East;DM-09;Diesel Dumper 9T;2;148.74;ACC0152;completed;Y
H100416;19/04/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;14;47.99;ACC0187;completed;Y
H100417;31/07/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;2;35.36;ACC0078;completed;N
H100418;28/02/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;14;36.27;ACC0074;completed;Y
H100419;06/05/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;3;79.06;ACC0124;completed;Y
H100420;22/05/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;21.7;ACC0185;completed;N
H100421;09/11/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;5;35.67;ACC0072;completed;N
H100422;10/02/2024;Leeds Depot;North;PB-15;Powered Barrow;5;42.82;ACC0153;open;Y
H100423;09/10/2023;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;98.79;ACC0225;completed;Y
H100424;22/02/2024;Cardiff Depot;Wales;TL-01;Telehandler 4m;1;185.24;ACC0231;completed;N
H100425;17/02/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;5;298.86;ACC0211;completed;Y
H100426;10/05/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;7;31.5;ACC0231;completed;Y
H100427;01/11/2024;Norwich Depot;East;GEN-60;60kVA Generator;-14;101.77;ACC0125;cancelled;N
H100428;08/12/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;7;21.34;ACC0158;completed;Y
H100429;30/07/2023;Cardiff Depot;Wales;PB-15;Powered Barrow;7;41.0;ACC0175;completed;Y
H100430;08/10/2023;Leeds Depot;North;WP-02;Water Pump 2in;3;21.92;ACC0148;completed;N
H100431;28/05/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;7;146.71;ACC0222;completed;Y
H100432;14/08/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;82.53;ACC0018;completed;Y
H100433;20/01/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;3;147.43;ACC0035;completed;Y
H100434;13/12/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;81.0;ACC0041;completed;N
H100435;27/02/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;3;84.49;ACC0141;completed;Y
H100436;30/11/2024;Bristol Depot;South West;PB-15;Powered Barrow;3;41.85;ACC0248;completed;Y
H100437;04/03/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;36.58;ACC0107;completed;Y
H100438;02/05/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;1;84.21;ACC0218;completed;Y
H100439;01/07/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;23.82;ACC0210;completed;Y
H100440;15/04/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;3;51.43;ACC0245;completed;Y
H100441;23/12/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;3;32.34;ACC0085;completed;Y
H100442;10/09/2024;Leeds Depot;North;EX-140;13T Excavator;5;322.68;ACC0136;completed;Y
H100443;29/01/2024;Bristol Depot;South West;PB-15;Powered Barrow;14;39.07;ACC0009;completed;N
H100444;02/10/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;3;93.02;ACC0162;open;N
H100445;27/09/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;14;21.93;ACC0233;completed;Y
H100446;07/04/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;2;39.81;;completed;Y
H100447;10/08/2023;Norwich Depot;East;HD-BRK;Hydraulic Breaker;3;65.6;ACC0108;completed;Y
H100448;15/10/2023;Norwich Depot;East;WP-02;Water Pump 2in;2;23.93;ACC0197;completed;Y
H100449;20/08/2023;Leeds Depot;North;EX-140;13T Excavator;5;326.38;ACC0015;completed;Y
H100450;18/07/2024;Leeds Depot;North;PB-15;Powered Barrow;7;39.94;ACC0037;completed;Y
H100451;16/07/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;31.85;ACC0182;completed;Y
H100452;08/08/2023;Cardiff Depot;Wales;SF-TOW;Site Tower Light;2;52.58;ACC0226;completed;Y
H100453;25/07/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;5;73.71;ACC0242;completed;Y
H100454;25/04/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;5;151.68;ACC0003;completed;Y
H100455;10/05/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;7;75.24;;completed;Y
H100456;11/11/2023;Bristol Depot;South West;PB-15;Powered Barrow;14;38.73;ACC0212;completed;N
H100457;16/07/2023;Bristol Depot;South West;PB-15;Powered Barrow;1;39.84;ACC0084;completed;Y
H100458;25/04/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;1;48.55;;completed;Y
H100459;18/12/2024;Norwich Depot;East;WP-02;Water Pump 2in;1;21.75;;completed;Y
H100460;08/04/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;35.13;ACC0235;completed;Y
H100461;13/06/2024;Norwich Depot;East;SF-TOW;Site Tower Light;28;48.57;ACC0181;completed;Y
H100462;13/07/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;2;146.77;ACC0076;completed;Y
H100463;14/10/2023;Bristol Depot;South West;EX-140;13T Excavator;1;307.8;ACC0110;completed;Y
H100464;16/12/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;-14;35.83;ACC0041;cancelled;Y
H100465;02/05/2023;Leeds Depot;North;WP-02;Water Pump 2in;7;24.09;ACC0029;completed;Y
H100466;16/08/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;7;74.26;;completed;N
H100467;28/07/2024;Glasgow Depot;Scotland;PB-15;Powered Barrow;1;39.96;ACC0212;completed;Y
H100468;31/03/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;-1;54.45;ACC0123;cancelled;Y
H100469;17/07/2023;Glasgow Depot;Scotland;EX-140;13T Excavator;2;333.1;ACC0033;completed;N
H100470;25/09/2024;Norwich Depot;East;DM-09;Diesel Dumper 9T;1;138.46;ACC0046;completed;Y
H100471;14/04/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;5;22.91;ACC0091;completed;N
H100472;17/01/2024;Leeds Depot;North;PB-15;Powered Barrow;2;39.09;ACC0047;completed;Y
H100473;26/11/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;3;81.38;ACC0156;completed;Y
H100474;15/06/2023;Leeds Depot;North;GEN-60;60kVA Generator;-3;95.23;ACC0141;cancelled;Y
H100475;18/12/2023;Cardiff Depot;Wales;GEN-60;60kVA Generator;5;95.4;ACC0049;completed;Y
H100476;28/10/2023;Leeds Depot;North;EX-140;13T Excavator;1;298.97;ACC0180;completed;N
H100477;12/10/2023;Bristol Depot;South West;DM-09;Diesel Dumper 9T;1;137.59;ACC0160;completed;N
H100478;09/07/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;2;61.91;ACC0115;completed;Y
H100479;12/08/2023;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;2;53.97;ACC0071;completed;Y
H100480;18/09/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;7;33.35;ACC0085;completed;Y
H100481;16/11/2023;Leeds Depot;North;WP-02;Water Pump 2in;5;22.4;ACC0124;completed;Y
H100482;22/05/2023;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;7;144.71;ACC0016;completed;N
H100483;20/10/2024;Bristol Depot;South West;WP-02;Water Pump 2in;-2;22.23;ACC0089;cancelled;N
H100484;13/10/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;2;135.06;ACC0174;completed;Y
H100485;08/11/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;32.21;ACC0029;completed;Y
H100486;04/11/2023;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;1;136.46;ACC0236;completed;Y
H100487;20/02/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;3;144.42;ACC0062;completed;Y
H100488;03/09/2024;Norwich Depot;East;EX-140;13T Excavator;14;296.81;ACC0017;completed;Y
H100489;10/12/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;153.29;ACC0165;completed;Y
